Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,City,State,Zip
18-Oct,8081.66,2424.49,11/19/2018,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Oct,38769.52,11630.85,11/19/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
18-Oct,4238.81,1271.64,11/10/2018,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Dec,1385.02,415.5,1/7/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
18-Oct,2625.9,787.77,11/20/2018,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
18-Oct,14094.54,4228.36,11/26/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-Sep,5464.69,1639.4,10/21/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
18-Oct,234917.53,70475.25,11/16/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
18-Oct,611.34,183.4,11/27/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Nov,171651.99,51495.59,12/20/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
18-Oct,78079.54,23423.86,11/6/2018,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
18-Oct,6328,1898.4,11/30/2018,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
18-Oct,3450,1035,12/1/2018,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
18-Nov,11586.43,3475.92,12/2/2018,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
18-Nov,865.44,259.63,12/4/2018,Noon LLC,7902 georgia ave,silver spring,md,20910
18-Dec,1943.98,583.19,1/9/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
18-Dec,33592.35,10077.7,1/15/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
18-Dec,9566.45,2869.93,1/19/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
22-Jan,51.5,15.45,2/14/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
18-Dec,917.4,275.22,1/27/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
18-Dec,9068.73,2720.61,1/29/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
18-Dec,142.5,42.75,1/30/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
18-Dec,92735.24,27820.57,1/4/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
18-Dec,3283.01,984.9,1/5/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Dec,180706.96,54212.08,1/14/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Jan,71.25,21.37,2/1/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
18-Dec,6405,1921.5,1/31/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Jan,13642.22,4092.66,2/2/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Jan,3541.47,1062.44,2/7/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Jan,1439.5,431.85,2/11/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
20-Nov,399.27,119.78,12/29/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
24-Mar,10741.07,3222.32,4/29/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-May,755.76,226.72,6/18/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-May,958.67,287.6,6/18/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-May,1908.75,572.62,6/20/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
19-May,8488.28,2546.48,6/4/2019,SAMS EAST INC,705 SW 8th Street,Bentonville,AR,72716-0555
19-May,39572.62,11871.78,6/20/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-May,8555.32,2566.59,6/19/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
19-May,7018.23,2105.46,6/13/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
19-May,12554.84,3766.45,6/24/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-May,121045.84,36313.75,6/5/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
19-May,95,28.5,6/26/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
19-May,2157.48,647.24,6/15/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-May,239116.83,71735.04,6/6/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Jun,2877,863.1,7/1/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-May,6306,1891.8,6/30/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-May,140,42,7/1/2019,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
19-Jun,17637.57,5291.27,7/1/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Jul,15186.37,4555.91,8/27/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Jul,350,105,8/27/2019,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
19-Jan,8369.35,2510.8,2/18/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Dec,3710,1113,2/19/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Jan,3906.55,1171.96,2/16/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
19-Jan,32965.28,9889.58,2/21/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Jan,92.16,27.64,2/22/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
19-Jan,5798.2,1739.46,2/25/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
19-Jan,894.56,268.36,2/25/2019,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
18-Dec,934.27,280.28,2/25/2019,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
19-Jan,134.27,40.28,2/25/2019,Downtown Vapor Company,8644 Colesville Road,Silver Spring,Maryland,20910
19-Jan,9326.18,2797.85,2/26/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Jan,213.75,64.12,2/27/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
19-Jan,5645,1693.5,2/28/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Jan,176917.96,53075.38,2/13/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Jan,102067.4,30620.22,2/1/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
19-Jan,2511.31,753.39,2/9/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Dec,723.25,216.97,3/1/2019,"Main St. Cigars & Vapes, LLC",400 Main St.,Gaithersburg,MD,20878
19-Jan,3276,982.8,3/1/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Jan,874.5,262.35,3/1/2019,"Main St. Cigars & Vapes, LLC",400 Main St.,Gaithersburg,MD,20878
19-Feb,1177.63,353.28,3/23/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-Feb,95,28.5,3/26/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
19-Feb,7374.9,2212.47,3/28/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Jun,1314.15,394.24,7/9/2019,"Main St. Cigars & Vapes, LLC",400 Main St.,Gaithersburg,MD,20878
19-Feb,3205.89,961.76,3/16/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Feb,73955.77,22186.73,3/1/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
19-Jul,958.27,287.48,8/29/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-Feb,3645,1093.5,3/29/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Feb,162026.83,48608.04,3/11/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Jun,571.7,171.51,7/21/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Jun,29843.36,8953,7/16/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Jun,3144,943.2,7/19/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
19-Sep,3624.78,1087.43,10/14/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
19-Sep,6322.57,1896.77,10/17/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
19-Sep,127.5,38.25,10/2/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
19-Sep,30007.81,9002.34,10/18/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Sep,2836.08,850.82,10/9/2019,SAMS EAST INC,705 SW 8th Street,Bentonville,AR,72716-0555
19-Sep,1060.7,318.21,10/22/2019,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
22-Jan,2939.63,881.88,4/12/2022,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Sep,10132.04,3039.61,10/30/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Sep,3459,1037.7,10/31/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Sep,72459.27,21737.78,10/2/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
19-Sep,4558.58,1367.57,10/19/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Aug,3158,947.4,10/31/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Sep,250499.1,75149.73,10/18/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Sep,5325,1597.5,10/31/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Oct,76446.3,22933.89,11/5/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Jan,80866.07,24259.82,2/4/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-May,129.3,38.79,6/16/2020,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Feb,31749.04,9524.71,3/19/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Feb,7635,2290.5,3/31/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Mar,130,39,4/3/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
19-Mar,2419,725.7,4/10/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Mar,12899.6,3869.88,4/15/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Mar,586.91,176.07,4/13/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Oct,71.75,21.52,11/1/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
19-Mar,7575.5,2272.65,4/18/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
19-Mar,1133.33,339.99,4/22/2019,Noon LLC,7902 georgia ave,silver spring,md,20910
19-Mar,385.05,115.51,4/16/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Wheaton,Maryland,20902
19-Mar,40937.05,12281.11,4/18/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Mar,9099.14,2729.74,4/20/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Sep,7193.22,2157.96,10/23/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Mar,95207.37,28562.21,4/3/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Feb,4368.01,1310.4,4/12/2022,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
24-Mar,113622.7,34086.81,4/24/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Mar,245,73.5,4/29/2019,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
19-Mar,13048.14,3914.44,4/29/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Mar,190,57,4/30/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
19-Apr,23.75,7.12,5/1/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
19-Mar,69.12,20.73,4/30/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
19-Mar,3691.72,1107.51,4/6/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Mar,7130,2139,4/30/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Mar,193277.06,57983.11,4/16/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Apr,12968.63,3890.58,5/5/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Mar,3551.53,1065.45,5/6/2019,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
19-Mar,3339,1001.7,5/4/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Jul,3298.45,989.53,8/17/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Jul,287232.73,86169.81,8/13/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Oct,1905,571.5,11/4/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Sep,1750,525,11/6/2019,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
19-Oct,12393.92,3718.17,11/6/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Oct,124.8,37.44,11/12/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Oct,935.47,280.64,11/18/2019,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
19-Oct,4506.32,1351.89,11/19/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
19-Oct,2521.36,756.4,11/7/2019,SAMS EAST INC,705 SW 8th Street,Bentonville,AR,72716-0555
19-Oct,24337.4,7301.22,11/20/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Oct,482.76,144.82,11/20/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Sep,494.41,148.32,11/20/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Oct,11690.54,3507.16,11/26/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Oct,806.5,241.95,11/26/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
20-Mar,2459,737.7,4/16/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
20-May,609.36,182.8,6/18/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-May,2959.48,887.84,6/2/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
20-Jul,3420,1026,8/1/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Feb,156.82,47.04,5/8/2019,Downtown Vapor Company,8644 Colesville Road,Silver Spring,Maryland,20910
19-Feb,475.23,142.56,5/8/2019,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
19-Jun,17392.9,5217.87,7/30/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Jul,6375,1912.5,8/31/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Aug,3127,938.1,9/4/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Jul,19020.44,5706.13,9/6/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Aug,1404.98,421.49,9/9/2019,SAMS EAST INC,705 SW 8th Street,Bentonville,AR,72716-0555
19-Aug,794.88,238.46,9/12/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Aug,201.55,60.46,9/2/2019,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
19-Aug,39332.21,11799.66,9/13/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Aug,283970.16,85191.04,9/16/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Oct,1436.4,430.92,11/16/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Oct,177692.73,53307.81,11/18/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Oct,4125,1237.5,11/30/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Nov,15018.8,4505.64,12/4/2019,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Oct,2878,863.4,12/5/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Nov,4592.53,1377.75,12/9/2019,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
19-Nov,2139,641.7,12/10/2019,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Nov,105,31.5,12/11/2019,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
19-Nov,7.43,2.22,12/12/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Nov,402.76,120.82,12/13/2019,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
19-Nov,1155.67,346.7,12/18/2019,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
19-Nov,133204.13,39961.23,12/13/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Sep,1001.5,300.45,10/27/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-Jun,3482.21,1044.66,7/13/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Jun,3639,1091.7,7/31/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Jun,7764,2329.2,7/31/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Jun,1181.27,354.38,7/31/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-Jun,47.5,14.25,7/31/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
19-May,3259,977.7,7/31/2019,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
19-Nov,3830.27,1149.08,12/5/2019,SAMS EAST INC,705 SW 8th Street,Bentonville,AR,72716-0555
19-Nov,4321.18,1296.35,12/19/2019,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Nov,1541.19,462.35,12/12/2020,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
20-Mar,3738.66,1121.59,4/7/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
20-Mar,2199.63,659.88,4/19/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
16-Mar,283.67,85.1,4/12/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
18-Nov,341.34,102.4,12/10/2018,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Mar,277.86,83.35,4/12/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Sep,97.57,29.27,10/11/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Jan,47.84,14.35,2/12/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
20-Mar,22812.35,6843.7,4/20/2020,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
20-Mar,76307.17,22892.15,4/3/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-May,3916.43,1174.92,6/22/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
20-May,64.62,19.38,7/24/2020,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Jun,1495.11,448.53,7/24/2020,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Mar,22812.25,6843.67,7/30/2020,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
20-Jun,154269.2,46280.76,7/8/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Jul,2029,608.7,8/1/2020,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
20-Jul,7529.31,2258.79,8/18/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Mar,214494.29,64348.28,4/19/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
19-Nov,936.53,280.95,12/23/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
19-Mar,228.54,68.56,4/17/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Apr,736.83,221.04,5/15/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
15-Dec,581.4,174.42,1/13/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Nov,144.97,43.49,12/18/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Dec,101.97,30.59,1/9/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Jun,177.53,53.25,7/12/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
18-Dec,138.13,41.43,1/14/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Jul,682.77,204.83,8/12/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Sep,344.63,103.38,10/12/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Aug,583,174.9,9/6/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Jun,769.47,230.84,7/12/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Nov,10715.3,3214.59,12/24/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
19-Nov,79362.77,23808.83,12/3/2019,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
19-Nov,6540,1962,12/30/2019,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
19-Nov,25068.34,7520.5,12/18/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
19-Nov,2684.68,805.4,12/15/2019,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
19-Dec,2496.6,748.98,1/2/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
19-Dec,15985.35,4795.6,1/10/2020,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
19-Dec,2705.04,811.51,1/14/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
20-Jan,247.47,74.24,2/18/2020,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Feb,184.5,55.35,3/6/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Apr,857.83,257.34,5/17/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-May,2503.5,751.05,6/13/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Jan,423.9,127.17,2/8/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
18-Jun,150.7,45.21,7/19/2018,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-Jul,23.9,7.17,8/14/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-May,725.93,217.77,6/8/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Apr,2377.64,713.29,5/17/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Feb,299.73,89.91,3/11/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
18-Jul,295.5,88.65,8/19/2018,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Jan,102.07,30.62,2/11/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
16-Oct,464.07,139.22,11/7/2016,AFG Distribution,128 Bingham Road,Asheville,NC,28806
19-Feb,539.1,161.73,3/19/2019,AFG Distribution,128 Bingham Road,Asheville,NC,28806
18-Aug,27.2,8.16,9/3/2018,AFG Distribution,128 Bingham Road,Asheville,NC,28806
17-May,456.76,137.02,6/7/2017,AFG Distribution,128 Bingham Road,Asheville,NC,28806
